CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,EstimatedCustomerValue,ValueSegment,ChurnProbability,RetentionPriorityScore,RiskLevel
52406,1,0.0,Computer,1,15.0,CC,Male,2.0,3,Mobile,5,Single,3,1,11.0,0.0,1.0,0.0,131.72,131.72,Low Value,0.9,0.6377071305975971,High Risk
52407,0,9.0,Computer,3,19.0,Debit Card,Female,3.0,3,Mobile,4,Married,2,0,13.0,0.0,1.0,0.0,120.33000000000001,120.33000000000001,Low Value,0.12,0.09104068497425495,Low Risk
52408,0,17.0,Computer,1,8.0,Credit Card,Male,2.0,3,Fashion,3,Single,6,1,18.0,2.0,2.0,2.0,202.09,404.18,Medium Value,0.03,0.04464916523638633,Low Risk
52409,0,2.0,Mobile Phone,3,25.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,2,0,14.0,1.0,1.0,4.0,186.2,186.2,Low Value,0.0,0.010894835387735996,
52410,0,9.0,Phone,2,7.0,Debit Card,Male,2.0,3,Mobile,3,Married,1,0,21.0,0.0,1.0,3.0,120.63999999999999,120.63999999999999,Low Value,0.03,0.02805882352941176,Low Risk
52411,0,28.0,Phone,1,10.0,Debit Card,Male,1.0,3,Laptop & Accessory,3,Married,1,1,16.0,1.0,1.0,2.0,140.35,140.35,Low Value,0.01,0.01521208456857544,Low Risk
52412,0,6.0,Phone,1,10.0,Credit Card,Female,2.0,4,Mobile Phone,4,Married,9,0,11.0,1.0,1.0,2.0,138.38,138.38,Low Value,0.02,0.02209681697612732,Low Risk
52413,0,20.0,Phone,3,20.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,1,17.0,1.0,1.0,2.0,145.91,145.91,Low Value,0.06,0.050537408332033074,Low Risk
52414,1,0.0,Computer,1,14.0,CC,Male,2.0,4,Mobile,5,Single,8,0,11.0,1.0,1.0,0.0,125.61000000000001,125.61000000000001,Low Value,0.83,0.5883496255266032,High Risk
52415,0,9.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,2,0,14.0,0.0,1.0,0.0,115.63,115.63,Low Value,0.035,0.031265681073490405,Low Risk
52416,0,1.0,Computer,3,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,5,Single,1,0,14.0,1.0,1.0,3.0,148.98,148.98,Low Value,0.09,0.07171703853955375,Low Risk
52417,0,22.0,Phone,1,9.0,Credit Card,Female,2.0,4,Laptop & Accessory,5,Married,5,0,25.0,0.0,1.0,2.0,147.89,147.89,Low Value,0.0,0.008653261039163676,
52418,0,2.0,Computer,1,8.0,Debit Card,Female,3.0,3,Mobile,4,Married,1,0,13.0,1.0,1.0,2.0,131.8,131.8,Low Value,0.01,0.01471181151505695,Low Risk
52419,0,1.0,Mobile Phone,1,35.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Married,2,0,14.0,0.0,1.0,7.0,165.49,165.49,Low Value,0.07,0.058683062880324544,Low Risk
52420,0,6.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,3,1,17.0,1.0,1.0,0.0,163.88,163.88,Low Value,0.07,0.05858885941644563,Low Risk
52421,0,5.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Fashion,1,Single,3,0,25.0,0.0,1.0,3.0,212.44,212.44,Low Value,0.015,0.022930176314557654,Low Risk
52422,0,27.0,Computer,1,17.0,Credit Card,Female,2.0,3,Grocery,1,Married,4,0,20.0,0.0,2.0,12.0,260.32,520.64,High Value,0.0,0.030463410828522386,
52423,1,0.0,Phone,1,14.0,COD,Male,3.0,4,Mobile,5,Single,7,0,13.0,1.0,1.0,7.0,123.62,123.62,Low Value,0.84,0.5952331877047901,High Risk
52424,0,17.0,Mobile Phone,1,34.0,Debit Card,Male,2.0,3,Grocery,5,Married,4,0,13.0,1.0,14.0,17.0,263.28,3685.9199999999996,High Value,0.005,0.2191685910438446,Low Risk
52425,0,12.0,Mobile Phone,1,12.0,Debit Card,Female,2.0,3,Fashion,4,Single,5,0,18.0,2.0,2.0,2.0,183.76,367.52,Medium Value,0.0,0.021504134810422845,
52426,0,19.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,3,Grocery,4,Married,9,0,12.0,1.0,5.0,1.0,266.06,1330.3,High Value,0.01,0.08483780621001716,Low Risk
52427,0,8.0,Mobile Phone,1,22.0,Debit Card,Female,3.0,4,Fashion,4,Single,2,0,19.0,3.0,3.0,3.0,186.06,558.1800000000001,High Value,0.005,0.036159931346543925,Low Risk
52428,0,9.0,Phone,1,26.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,1,0,14.0,1.0,1.0,2.0,122.72,122.72,Low Value,0.01,0.014180527383367138,Low Risk
52429,1,9.0,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Mobile,5,Single,4,0,14.0,1.0,1.0,0.0,120.18,120.18,Low Value,0.78,0.5530319082540177,High Risk
52430,0,7.0,Mobile Phone,3,7.0,COD,Male,3.0,4,Fashion,3,Married,2,1,14.0,7.0,8.0,6.0,170.83,1366.64,High Value,0.01,0.08696411296614137,Low Risk
52431,1,0.0,Computer,1,9.0,Debit Card,Female,2.0,3,Mobile Phone,3,Single,2,0,12.0,2.0,7.0,7.0,140.84,985.88,High Value,0.925,0.7051852863161179,High Risk
52432,0,23.0,Computer,1,28.0,Credit Card,Male,2.0,5,Grocery,1,Single,2,1,13.0,1.0,2.0,9.0,244.11,488.22,High Value,0.005,0.03206646902792948,Low Risk
52433,0,9.0,Phone,3,13.0,COD,Male,2.0,3,Mobile,3,Married,1,1,25.0,3.0,5.0,7.0,123.08000000000001,615.4000000000001,High Value,0.055,0.0745079575596817,Low Risk
52434,0,15.0,Phone,1,8.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,5,0,14.0,0.0,1.0,0.0,148.41,148.41,Low Value,0.005,0.01218368700265252,Low Risk
52435,0,10.0,Phone,1,19.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,0,17.0,2.0,3.0,7.0,142.85,428.54999999999995,Medium Value,0.0,0.025075089717584643,
52436,0,2.0,Mobile Phone,1,14.0,UPI,Female,2.0,5,Laptop & Accessory,5,Married,4,0,13.0,1.0,1.0,7.0,197.15,197.15,Low Value,0.01,0.01853553596504915,Low Risk
52437,0,6.0,Phone,1,31.0,Debit Card,Male,2.0,4,Laptop & Accessory,4,Single,2,0,13.0,1.0,1.0,2.0,143.2,143.2,Low Value,0.01,0.015378842253081603,Low Risk
52438,0,9.0,Phone,1,34.0,Cash on Delivery,Male,3.0,3,Mobile,1,Married,5,0,20.0,1.0,1.0,3.0,121.32,121.32,Low Value,0.015,0.01759861132782025,Low Risk
52439,0,15.0,Computer,1,8.0,Debit Card,Male,2.0,3,Fashion,1,Married,3,1,14.0,4.0,13.0,9.0,201.24,2616.12,High Value,0.005,0.15657302231237322,Low Risk
52440,0,13.0,Mobile Phone,3,15.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,1,0,12.0,7.0,7.0,1.0,154.73,1083.11,High Value,0.08,0.11937435637384926,Low Risk
52441,0,6.0,Mobile Phone,1,34.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,1,12.0,4.0,5.0,7.0,152.07,760.3499999999999,High Value,0.005,0.0479891948821969,Low Risk
52442,0,13.0,Mobile Phone,2,12.0,Credit Card,Male,2.0,3,Grocery,1,Single,2,1,21.0,1.0,7.0,7.0,264.37,1850.5900000000001,High Value,0.01,0.11528073802465283,Low Risk
52443,0,9.0,Phone,1,27.0,COD,Male,2.0,4,Mobile,5,Married,1,0,14.0,0.0,1.0,0.0,122.96000000000001,122.96000000000001,Low Value,0.035,0.03169457013574661,Low Risk
52444,0,13.0,Computer,1,14.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,4,1,18.0,1.0,2.0,2.0,140.69,281.38,Medium Value,0.025,0.03396395693555937,Low Risk
52445,0,18.0,Mobile Phone,1,7.0,COD,Male,3.0,3,Fashion,4,Married,2,0,12.0,3.0,7.0,7.0,174.41,1220.87,High Value,0.005,0.07493489623966297,Low Risk
52446,0,8.0,Phone,3,14.0,Debit Card,Female,3.0,4,Mobile,3,Married,1,0,23.0,2.0,4.0,2.0,124.30000000000001,497.20000000000005,High Value,0.01,0.03609190201279451,Low Risk
52447,0,5.0,Mobile Phone,1,11.0,Debit Card,Female,3.0,4,Laptop & Accessory,4,Married,4,0,12.0,1.0,2.0,5.0,158.78,317.56,Medium Value,0.005,0.022080901856763927,Low Risk
52448,0,9.0,Phone,3,14.0,Debit Card,Male,3.0,3,Mobile,1,Single,4,1,21.0,1.0,1.0,2.0,126.44,126.44,Low Value,0.085,0.06689819004524887,Low Risk
52449,0,21.0,Mobile Phone,3,22.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,9,0,14.0,7.0,7.0,7.0,164.39,1150.73,High Value,0.055,0.10583090185676391,Low Risk
52450,0,2.0,Phone,1,14.0,Debit Card,Male,3.0,1,Mobile,3,Married,7,0,18.0,0.0,1.0,0.0,124.50999999999999,124.50999999999999,Low Value,0.07,0.05628526291153066,Low Risk
52451,0,6.0,Mobile Phone,3,14.0,Debit Card,Male,2.0,3,Laptop & Accessory,5,Married,3,0,13.0,2.0,2.0,2.0,163.92,327.84,Medium Value,0.005,0.022682399750351065,Low Risk
52452,1,0.0,Mobile Phone,3,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,2,0,11.0,1.0,6.0,7.0,197.14,1182.84,High Value,0.855,0.6677097051022,High Risk
52453,0,11.0,Computer,2,16.0,UPI,Male,3.0,3,Laptop & Accessory,3,Married,4,0,11.0,0.0,1.0,2.0,160.77,160.77,Low Value,0.0,0.009406888750195038,
52454,0,8.0,Phone,1,14.0,CC,Male,3.0,4,Mobile,5,Single,2,0,19.0,1.0,1.0,2.0,124.5,124.5,Low Value,0.04,0.03528467779684818,Low Risk
52455,0,7.0,Mobile Phone,3,35.0,COD,Male,2.0,3,Fashion,4,Married,4,0,12.0,1.0,1.0,3.0,192.5,192.5,Low Value,0.015,0.021763457637696985,Low Risk
52456,1,9.0,Phone,1,8.0,Debit Card,Female,3.0,3,Mobile,5,Married,2,1,12.0,1.0,1.0,0.0,120.74000000000001,120.74000000000001,Low Value,0.83,0.5880646746762365,High Risk
52457,1,16.0,Mobile Phone,1,8.0,Cash on Delivery,Female,3.0,4,Fashion,1,Married,1,0,16.0,0.0,1.0,9.0,201.69,201.69,Low Value,0.605,0.435301178030894,Medium Risk
52458,1,1.0,Phone,1,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Married,5,0,11.0,1.0,1.0,4.0,148.55,148.55,Low Value,0.675,0.48119187860820717,Medium Risk
52459,0,5.0,Computer,1,7.0,COD,Male,3.0,3,Laptop & Accessory,5,Married,5,0,14.0,0.0,1.0,2.0,140.87,140.87,Low Value,0.015,0.018742510532064285,Low Risk
52460,0,21.0,Phone,1,14.0,UPI,Female,3.0,3,Mobile,5,Married,9,0,12.0,6.0,7.0,6.0,123.66999999999999,865.6899999999999,High Value,0.06,0.09265279294741768,Low Risk
52461,0,7.0,Phone,1,13.0,CC,Male,3.0,3,Mobile,1,Single,2,0,13.0,0.0,1.0,0.0,129.72,129.72,Low Value,0.015,0.018090107661101574,Low Risk
52462,0,28.0,Mobile Phone,3,32.0,E wallet,Male,2.0,4,Others,1,Married,2,0,15.0,0.0,2.0,13.0,295.86,591.72,High Value,0.015,0.045122405991574355,Low Risk
52463,0,7.0,Mobile Phone,1,7.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,10,0,17.0,0.0,2.0,1.0,154.84,309.68,Medium Value,0.01,0.025119831486971445,Low Risk
52464,0,9.0,Phone,1,9.0,Debit Card,Female,2.0,3,Mobile,1,Married,2,0,21.0,1.0,1.0,0.0,120.61000000000001,120.61000000000001,Low Value,0.07,0.05605706818536434,Low Risk
52465,0,11.0,Mobile Phone,3,20.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Married,1,0,11.0,3.0,7.0,7.0,199.24,1394.68,High Value,0.025,0.09910477453580901,Low Risk
52466,0,11.0,Phone,3,22.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Single,3,0,12.0,1.0,1.0,2.0,141.98,141.98,Low Value,0.01,0.015307458261819316,Low Risk
52467,0,9.0,Mobile Phone,3,7.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Single,7,0,13.0,1.0,1.0,0.0,168.15,168.15,Low Value,0.02,0.02383870338586363,Low Risk
52468,0,2.0,Phone,1,9.0,Credit Card,Male,2.0,3,Mobile Phone,5,Single,2,1,18.0,0.0,1.0,5.0,147.23,147.23,Low Value,0.045,0.04011464347012014,Low Risk
52469,0,8.0,Mobile Phone,1,16.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,1,16.0,0.0,1.0,4.0,161.42,161.42,Low Value,0.01,0.016444921204556092,Low Risk
52470,0,12.0,Mobile Phone,3,12.0,Credit Card,Male,2.0,1,Fashion,3,Married,3,0,11.0,3.0,7.0,6.0,182.37,1276.5900000000001,High Value,0.01,0.08169515525042909,Low Risk
52471,0,2.0,Computer,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,0,19.0,1.0,1.0,3.0,188.53,188.53,Low Value,0.005,0.014531167108753315,Low Risk
52472,0,23.0,Mobile Phone,3,15.0,E wallet,Male,2.0,3,Others,3,Married,5,1,15.0,0.0,1.0,0.0,293.31,293.31,Medium Value,0.01,0.024161998751755343,Low Risk
52473,0,9.0,Phone,1,16.0,Cash on Delivery,Male,2.0,1,Mobile,3,Married,3,0,16.0,0.0,2.0,2.0,120.72999999999999,241.45999999999998,Low Value,0.0,0.014128179123108127,
52474,0,9.0,Computer,1,12.0,Debit Card,Male,3.0,1,Laptop & Accessory,5,Married,4,1,13.0,0.0,1.0,2.0,155.62,155.62,Low Value,0.02,0.02310555468871899,Low Risk
52475,0,15.0,Mobile Phone,1,15.0,UPI,Male,3.0,4,Others,1,Single,9,0,15.0,1.0,1.0,1.0,296.13,296.13,Medium Value,0.05,0.05232700109221407,Low Risk
52476,0,8.0,Phone,1,34.0,Debit Card,Male,2.0,1,Laptop & Accessory,3,Married,2,0,17.0,6.0,6.0,8.0,134.07,804.42,High Value,0.03,0.06806779528787642,Low Risk
52477,0,7.0,Computer,1,16.0,COD,Male,3.0,4,Laptop & Accessory,3,Married,2,0,14.0,1.0,7.0,7.0,150.63,1054.4099999999999,High Value,0.0,0.06169507723513808,
52478,0,13.0,Phone,3,20.0,Debit Card,Female,2.0,3,Laptop & Accessory,5,Married,2,0,15.0,0.0,1.0,2.0,146.39,146.39,Low Value,0.005,0.01206549383679201,Low Risk
52479,0,16.0,Phone,1,33.0,COD,Male,2.0,1,Mobile Phone,4,Married,6,0,12.0,1.0,1.0,2.0,148.76,148.76,Low Value,0.025,0.02620416601653924,Low Risk
52480,0,8.0,Phone,1,13.0,Debit Card,Male,3.0,4,Mobile,1,Married,2,0,18.0,1.0,1.0,1.0,126.9,126.9,Low Value,0.005,0.010925105320642847,Low Risk
52481,0,19.0,Mobile Phone,3,7.0,Debit Card,Male,2.0,1,Grocery,5,Single,2,0,15.0,1.0,1.0,12.0,275.67,275.67,Low Value,0.005,0.019629856451864564,Low Risk
52482,1,0.0,Phone,1,14.0,CC,Male,2.0,3,Mobile,4,Married,2,1,17.0,0.0,1.0,0.0,124.08000000000001,124.08000000000001,Low Value,0.96,0.679260102980184,High Risk
52483,0,0.0,Computer,1,32.0,UPI,Female,3.0,4,Mobile,3,Married,2,1,14.0,1.0,1.0,3.0,128.14,128.14,Low Value,0.285,0.20699765954127008,Low Risk
52484,0,23.0,Computer,1,26.0,Credit Card,Male,2.0,3,Grocery,3,Married,3,1,15.0,0.0,12.0,3.0,212.45,2549.3999999999996,High Value,0.015,0.15966913715088155,Low Risk
52485,0,5.0,Phone,1,11.0,UPI,Female,2.0,1,Mobile,1,Married,4,0,17.0,1.0,1.0,2.0,133.12,133.12,Low Value,0.0,0.007789046653144017,
52486,0,17.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Others,1,Married,1,1,14.0,1.0,1.0,10.0,290.49,290.49,Medium Value,0.01,0.023996996411296614,Low Risk
52487,0,9.0,Phone,1,13.0,CC,Male,2.0,4,Mobile,4,Married,2,0,12.0,1.0,1.0,1.0,121.41,121.41,Low Value,0.03,0.028103877359962552,Low Risk
52488,0,18.0,Mobile Phone,1,11.0,Credit Card,Female,2.0,5,Laptop & Accessory,5,Single,2,1,14.0,0.0,1.0,4.0,157.69,157.69,Low Value,0.015,0.019726673427991885,Low Risk
52489,0,18.0,Computer,3,32.0,E wallet,Male,2.0,4,Laptop & Accessory,5,Married,2,0,15.0,3.0,4.0,5.0,143.85,575.4,High Value,0.005,0.037167498829770634,Low Risk
52490,0,4.0,Computer,3,8.0,UPI,Male,2.0,3,Laptop & Accessory,5,Single,8,0,13.0,1.0,1.0,3.0,153.32,153.32,Low Value,0.05,0.0439709783117491,Low Risk
52491,0,9.0,Phone,1,18.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,10,1,12.0,0.0,1.0,1.0,146.63,146.63,Low Value,0.045,0.040079536589171474,Low Risk
52492,0,7.0,Computer,1,16.0,Debit Card,Male,2.0,1,Laptop & Accessory,1,Married,2,0,13.0,3.0,7.0,2.0,147.24,1030.68,High Value,0.0,0.06030660009361835,
52493,0,22.0,Phone,1,31.0,Debit Card,Female,2.0,3,Mobile,5,Married,2,0,14.0,1.0,1.0,4.0,132.11,132.11,Low Value,0.015,0.01822995007021376,Low Risk
52494,0,12.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,3,0,13.0,3.0,7.0,7.0,153.77,1076.39,High Value,0.005,0.06648115930722423,Low Risk
52495,0,0.0,Phone,1,25.0,UPI,Male,3.0,4,Mobile Phone,5,Married,2,0,11.0,0.0,1.0,7.0,140.66,140.66,Low Value,0.055,0.04673022312373225,Low Risk
52496,0,8.0,Mobile Phone,1,24.0,Debit Card,Male,2.0,1,Laptop & Accessory,5,Married,2,0,11.0,1.0,1.0,10.0,152.08,152.08,Low Value,0.005,0.01239842409112186,Low Risk
52497,0,1.0,Phone,1,33.0,Credit Card,Female,2.0,5,Laptop & Accessory,5,Married,1,0,21.0,1.0,1.0,0.0,148.77,148.77,Low Value,0.125,0.09620475113122172,Low Risk
52498,0,0.0,Phone,1,11.0,CC,Male,3.0,3,Mobile,1,Single,2,0,18.0,0.0,2.0,2.0,131.17,262.34,Low Value,0.01,0.0223498985801217,Low Risk
52499,1,9.0,Computer,3,9.0,Credit Card,Female,3.0,3,Mobile Phone,1,Single,2,1,12.0,1.0,1.0,0.0,115.69,115.69,Low Value,0.915,0.6472691917615853,High Risk
52500,0,20.0,Mobile Phone,2,32.0,Debit Card,Female,3.0,3,Others,3,Married,4,0,15.0,1.0,1.0,0.0,296.58,296.58,Medium Value,0.005,0.020853331252925572,Low Risk
52501,0,12.0,Phone,1,9.0,CC,Male,3.0,4,Laptop & Accessory,3,Married,1,0,15.0,0.0,1.0,7.0,130.69,130.69,Low Value,0.01,0.014646863785301919,Low Risk
52502,0,13.0,Mobile Phone,1,21.0,Debit Card,Female,3.0,4,Fashion,3,Married,2,0,13.0,6.0,14.0,12.0,204.35,2860.9,High Value,0.005,0.170895459510064,Low Risk
52503,0,8.0,Computer,1,14.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Married,2,0,12.0,0.0,2.0,9.0,141.48,282.96,Medium Value,0.0,0.016556405055390855,
52504,0,10.0,Mobile Phone,1,25.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,4,0,17.0,0.0,1.0,2.0,157.68,157.68,Low Value,0.0,0.009226088313309408,
52505,0,12.0,Computer,1,10.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Single,1,0,13.0,3.0,3.0,8.0,150.42,451.26,Medium Value,0.005,0.02990388516149165,Low Risk
52506,0,18.0,Mobile Phone,1,8.0,UPI,Female,2.0,4,Laptop & Accessory,1,Married,2,0,19.0,3.0,3.0,9.0,157.7,473.09999999999997,High Value,0.0,0.027681775628023094,
52507,0,11.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,4,Fashion,3,Married,4,1,19.0,0.0,1.0,2.0,177.56,177.56,Low Value,0.005,0.013889296302075206,Low Risk
52508,1,0.0,Mobile Phone,3,16.0,Credit Card,Male,2.0,4,Fashion,5,Married,10,0,17.0,0.0,6.0,0.0,203.06,1218.3600000000001,High Value,0.9,0.7012880324543611,High Risk
52509,0,10.0,Phone,1,16.0,Credit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,11.0,4.0,7.0,7.0,139.36,975.5200000000001,High Value,0.01,0.06407910750507101,Low Risk
52510,0,13.0,Mobile Phone,1,22.0,Debit Card,Female,2.0,3,Fashion,1,Single,7,1,15.0,3.0,3.0,3.0,179.45,538.3499999999999,High Value,0.0,0.031499648931190505,
52511,0,17.0,Computer,2,7.0,UPI,Male,2.0,3,Laptop & Accessory,1,Married,5,1,11.0,1.0,1.0,2.0,157.43,157.43,Low Value,0.02,0.023211460446247466,Low Risk
52512,0,21.0,Computer,1,10.0,Credit Card,Male,2.0,4,Grocery,1,Married,3,0,25.0,0.0,2.0,2.0,252.01999999999998,504.03999999999996,High Value,0.005,0.0329921204556093,Low Risk
52513,1,0.0,Mobile Phone,3,21.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,7,1,14.0,0.0,2.0,2.0,154.4,308.8,Medium Value,0.67,0.4870683413949134,Medium Risk
52514,0,0.0,Computer,1,8.0,COD,Female,2.0,3,Mobile Phone,1,Single,2,1,13.0,0.0,1.0,3.0,137.6,137.6,Low Value,0.075,0.060551178030894055,Low Risk
52515,0,0.0,Phone,1,14.0,Credit Card,Female,2.0,1,Mobile,3,Married,8,0,17.0,0.0,1.0,2.0,135.17,135.17,Low Value,0.085,0.06740899516305196,Low Risk
52516,0,0.0,Computer,1,14.0,CC,Male,2.0,3,Mobile,1,Single,3,0,13.0,0.0,1.0,2.0,125.80000000000001,125.80000000000001,Low Value,0.03,0.02836074270557029,Low Risk
52517,1,9.0,Phone,1,13.0,Debit Card,Male,3.0,3,Mobile,5,Single,4,1,14.0,0.0,1.0,3.0,121.66,121.66,Low Value,0.92,0.6511185052270245,High Risk
52518,0,2.0,Mobile Phone,3,16.0,Credit Card,Male,2.0,4,Laptop & Accessory,3,Single,10,0,11.0,1.0,1.0,4.0,158.69,158.69,Low Value,0.07,0.05828518489623966,Low Risk
52519,0,9.0,Mobile Phone,1,11.0,Debit Card,Female,2.0,3,Fashion,5,Married,5,0,12.0,1.0,1.0,2.0,180.08,180.08,Low Value,0.015,0.021036745202059604,Low Risk
52520,0,0.0,Computer,1,8.0,Debit Card,Male,3.0,1,Laptop & Accessory,3,Married,2,0,17.0,1.0,1.0,7.0,152.06,152.06,Low Value,0.02,0.0228972538617569,Low Risk
52521,0,12.0,Mobile Phone,1,18.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,5,0,21.0,1.0,1.0,0.0,152.95,152.95,Low Value,0.0,0.008949329068497424,
52522,0,22.0,Mobile Phone,1,28.0,UPI,Female,3.0,3,Grocery,4,Married,4,0,16.0,1.0,1.0,2.0,264.13,264.13,Low Value,0.0,0.015454634108285223,
52523,0,23.0,Mobile Phone,1,23.0,Debit Card,Female,2.0,4,Fashion,5,Married,6,0,15.0,0.0,2.0,11.0,232.69,465.38,High Value,0.0,0.02723006709315026,
52524,0,0.0,Phone,3,8.0,CC,Female,3.0,3,Mobile,3,Single,2,0,19.0,0.0,2.0,2.0,127.83000000000001,255.66000000000003,Low Value,0.06,0.05695904197222655,Low Risk
52525,0,7.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,2,0,12.0,1.0,7.0,9.0,154.33,1080.3100000000002,High Value,0.0,0.06321052426275552,
52526,0,9.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,3,Mobile,4,Single,3,0,11.0,0.0,1.0,3.0,120.13,120.13,Low Value,0.22,0.1610289826806054,Low Risk
52527,0,22.0,Mobile Phone,1,12.0,Debit Card,Female,2.0,4,Grocery,3,Married,3,1,19.0,2.0,2.0,12.0,239.66000000000003,479.32000000000005,High Value,0.0,0.028045716960524266,
52528,0,9.0,Computer,1,7.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Married,1,0,15.0,0.0,1.0,2.0,143.74,143.74,Low Value,0.0,0.008410438445935404,
52529,0,9.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,1,Laptop & Accessory,5,Married,7,0,20.0,0.0,1.0,4.0,168.42,168.42,Low Value,0.015,0.020354501482290524,Low Risk
52530,0,27.0,Mobile Phone,1,28.0,Credit Card,Female,3.0,3,Grocery,3,Married,4,0,25.0,1.0,4.0,7.0,274.26,1097.04,High Value,0.0,0.0641894211265408,
52531,0,16.0,Mobile Phone,1,21.0,Debit Card,Male,3.0,4,Grocery,3,Married,2,0,24.0,1.0,6.0,11.0,276.03,1656.1799999999998,High Value,0.0,0.09690552348260258,
52532,1,0.0,Computer,3,18.0,UPI,Male,2.0,3,Laptop & Accessory,1,Single,4,1,24.0,5.0,6.0,7.0,145.81,874.86,High Value,0.955,0.7196893431112498,High Risk
52533,0,11.0,Computer,1,7.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,8,0,15.0,1.0,2.0,9.0,147.35,294.7,Medium Value,0.0,0.01724332969261975,
52534,0,2.0,Phone,3,11.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Married,2,1,13.0,0.0,1.0,9.0,141.87,141.87,Low Value,0.02,0.02230102200031206,Low Risk
52535,0,6.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,0,14.0,1.0,1.0,4.0,155.05,155.05,Low Value,0.0,0.009072203151817757,
52536,0,5.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Married,1,0,13.0,1.0,1.0,6.0,154.7,154.7,Low Value,0.0,0.009051724137931033,
52537,0,4.0,Mobile Phone,3,11.0,Debit Card,Female,3.0,3,Laptop & Accessory,1,Married,2,0,11.0,0.0,1.0,2.0,154.76,154.76,Low Value,0.01,0.016055234826025902,Low Risk
52538,0,22.0,Phone,1,14.0,CC,Female,3.0,3,Mobile,5,Married,5,1,16.0,0.0,2.0,2.0,125.87,251.74,Low Value,0.14,0.11272967701669527,Low Risk
52539,0,11.0,Computer,1,14.0,CC,Female,2.0,4,Mobile,4,Single,2,0,22.0,0.0,3.0,3.0,124.4,373.20000000000005,Medium Value,0.01,0.028836479950070215,Low Risk
52540,0,20.0,Mobile Phone,3,8.0,Debit Card,Female,2.0,1,Grocery,4,Married,7,0,14.0,1.0,2.0,2.0,259.72,519.44,High Value,0.0,0.030393197066625063,
52541,0,22.0,Mobile Phone,1,7.0,Debit Card,Male,2.0,3,Grocery,3,Single,5,0,14.0,1.0,2.0,0.0,253.79000000000002,507.58000000000004,High Value,0.0,0.02969925105320643,
52542,0,14.0,Mobile Phone,3,29.0,Debit Card,Male,3.0,3,Fashion,3,Single,4,1,16.0,0.0,1.0,2.0,170.82,170.82,Low Value,0.11,0.08699492900608519,Low Risk
52543,0,0.0,Phone,3,15.0,Debit Card,Male,3.0,3,Mobile,5,Single,2,0,11.0,0.0,1.0,2.0,127.28,127.28,Low Value,0.06,0.04944733967857699,Low Risk
